scheme_code,scheme_name
141924,HDFC Housing Opportunities Fund  - Growth Option - Direct Plan
141925,Axis Flexi Cap Fund - Direct Plan - Growth
141926,Axis Flexi Cap fund - Direct Plan - IDCW
141927,Axis Flexi Cap Fund - Regular Plan - Growth
141928,Axis Flexi Cap Fund - Regular Plan - IDCW
141933,Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option
141934,Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option
141957,BHARAT 22 ETF
141958,UTI Low Duration Fund - Direct Plan - Annual IDCW
142035,Union Balanced Advantage Fund - Regular Plan - Growth Option
142036,Union Balanced Advantage Fund - Regular Plan - IDCW Option
142037,Union Balanced Advantage Fund - Direct Plan - IDCW Option
142038,Union Balanced Advantage Fund - Direct Plan - Growth Option
142107,Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW
142108,Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW
142109,Mahindra Manulife Mid Cap Fund - Regular Plan - Growth
142110,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth
142249,UTI Money Market Fund - Direct Plan - Quarterly IDCW
142278,DSP Arbitrage Fund - Regular - IDCW - Monthly
142279,DSP Arbitrage Fund - Direct - IDCW
142280,DSP Arbitrage Fund - Regular - IDCW
142281,DSP Arbitrage Fund - Direct - IDCW - Monthly
142282,DSP Arbitrage Fund - Regular - Growth
142283,DSP Arbitrage Fund - Direct - Growth
142383,Edelweiss Recently Listed IPO Fund Regular Plan Growth
142384,Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option
142386,Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option
142388,Edelweiss Recently Listed IPO Fund Direct Plan Growth
142589,DSP NIFTY 1D Rate Liquid ETF
142640,Mirae Asset Short Duration Fund - Direct Plan - IDCW
142641,Mirae Asset Short Duration Fund - Direct Plan - Growth
142642,Mirae Asset Short Duration Fund - Regular Plan - Growth
142643,Mirae Asset Short Duration Fund - Regular Plan - IDCW
143125,UTI Money Market Fund - Direct Plan - Flexi IDCW
143162,Navi Aggressive Hybrid Fund - Regular Plan - Growth
143163,Navi Aggressive Hybrid Fund - Direct Plan - Growth
143166,Navi Aggressive Hybrid Fund - Regular Plan Normal IDCW
143167,Navi Aggressive Hybrid Fund - Direct Plan Normal IDCW
143185,Navi Aggressive Hybrid Fund - Direct Plan Quarterly IDCW
143186,Navi Aggressive Hybrid Fund - Direct Plan Half Yearly IDCW
143189,Navi Aggressive Hybrid Fund - Regular Plan Half Yearly IDCW
143192,Navi Aggressive Hybrid Fund - Direct Plan Monthly IDCW
143195,Navi Aggressive Hybrid Fund - Direct Plan Annual IDCW
143197,Navi Aggressive Hybrid Fund - Regular Plan Monthly IDCW
143198,Navi Aggressive Hybrid Fund - Regular Plan Annual IDCW
143199,Navi Aggressive Hybrid Fund - Regular Plan Quarterly IDCW
143239,Union Corporate Bond Fund - Regular Plan - Growth Option
143240,Union Corporate Bond Fund - Regular Plan - IDCW Option
143241,Union Corporate Bond Fund - Direct Plan - Growth Option
143242,Union Corporate Bond Fund - Direct Plan - IDCW Option
143247,ICICI Prudential BSE 500 ETF
143259,BANDHAN Equity Savings Fund- Regular Plan -Quarterly IDCW
143260,Parag Parikh Liquid Fund- Regular Plan- Growth
143261,Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW
143262,Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW
143263,Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW
143264,Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW
143265,Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW
143266,Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW
143269,Parag Parikh Liquid Fund- Direct Plan- Growth
143340,UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option
143341,UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option
143366,Bandhan Short Duration Fund - Regular Plan - Quarterly IDCW
143367,Bandhan Short Duration Fund - Direct Plan - Quarterly IDCW
143368,Bandhan Short Duration Fund - Regular Plan - Annual IDCW
143464,Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth
143493,Nippon India Ultra Short Duration Fund- Growth Option
143494,Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option
143495,NIPPON INDIA ULTRA SHORT DURATION FUND - WEEKLY IDCW OPTION
143496,NIPPON INDIA ULTRA SHORT DURATION FUND - QUARTERLY IDCW Option
143497,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - MONTHLY IDCW Option
143498,NIPPON INDIA ULTRA SHORT DURATION FUND - DAILY IDCW OPTION
143499,NIPPON INDIA ULTRA SHORT DURATION FUND - MONTHLY IDCW Option
143500,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - DAILY IDCW OPTION
143501,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - WEEKLY IDCW OPTION
143502,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option
143507,Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Daily IDCW
143508,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth
143509,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Weekly IDCW
143511,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Daily IDCW
143532,Invesco India Aggressive Hybrid Fund - Direct Plan - IDCW (Payout / Reinvestment)
143534,Invesco India Aggressive Hybrid Fund - Regular Plan - IDCW (Payout / Reinvestment)
143536,Invesco India Aggressive Hybrid Fund - Regular Plan - Growth
143537,Invesco India Aggressive Hybrid Fund - Direct Plan - Growth
143603,JM Low Duration Fund (Regular) - Daily IDCW
143604,JM Low Duration Fund (Direct) - Daily IDCW
143605,JM Low Duration Fund (Regular) - Fortnightly IDCW
143606,JM Low Duration Fund (Direct) - Fortnightly IDCW
143607,JM Low Duration Fund (Regular) - Growth Option
143608,JM Low Duration Fund (Regular) - Weekly IDCW
143609,JM Low Duration Fund - Bonus Option - Principal Units
143610,JM Low Duration Fund (Direct) - Bonus Option - Principal Units
143611,JM Low Duration Fund (Direct) - Weekly IDCW
143612,JM Low Duration Fund (Direct) - Growth
143613,BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW
143614,BANK OF INDIA Arbitrage Fund Direct Plan Growth
143615,BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW
143616,BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW
143617,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW
143618,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW
143619,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW
143620,BANK OF INDIA Arbitrage Fund Regular Growth
143701,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - HALF YEARLY IDCW Option
143702,Nippon India Nivesh Lakshya Long Duration Fund- Growth Option
143703,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - ANNUAL IDCW Option
143704,Nippon India Nivesh Lakshya Long Duration Fund- Direct Plan- Growth Option
143705,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - MONTHLY IDCW Option
143706,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - IDCW Option
143707,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - IDCW Option
143708,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - QUARTERLY IDCW Option
143709,NIPPON INDIA NIVESH LAKSHYA LONG DURATION  FUND - DIRECT Plan - QUARTERLY IDCW Option
143710,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND LONG DURATION - HALF YEARLY IDCW Option
143711,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - ANNUAL IDCW Option
143712,NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - MONTHLY IDCW Option
143783,Mirae Asset Healthcare Fund Direct Growth
143784,Mirae Asset Healthcare Fund Direct IDCW
143785,Mirae Asset Healthcare Fund -Regular Growth
143786,Mirae Asset Healthcare Fund Regular IDCW
143787,Navi Flexi Cap Fund - Regular Plan - Growth
143788,NAVI FLEXI CAP FUND - REGULAR PLAN QUARTERLY IDCW PAYOUT
143789,NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT
143790,NAVI FLEXI CAP FUND - REGULAR PLAN MONTHLY IDCW PAYOUT
143791,NAVI FLEXI CAP FUND - DIRECT PLAN QUARTERLY IDCW PAYOUT
143792,NAVI FLEXI CAP FUND - DIRECT PLAN NORMAL IDCW PAYOUT
143793,Navi Flexi Cap Fund - Direct Plan - Growth
143794,NAVI FLEXI CAP FUND - REGULAR PLAN HALF YEARLY IDCW PAYOUT
143795,NAVI FLEXI CAP FUND - REGULAR PLAN ANNUAL IDCW PAYOUT
143796,NAVI FLEXI CAP FUND - DIRECT PLAN MONTHLY IDCW PAYOUT
143797,NAVI FLEXI CAP FUND - DIRECT PLAN HALF YEARLY IDCW PAYOUT
143798,NAVI FLEXI CAP FUND - DIRECT PLAN ANNUAL IDCW PAYOUT
143873,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Cumulative Option
143874,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Cumulative Option
143875,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - IDCW Option
143876,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - IDCW Option
143903,ICICI Prudential BHARAT 22 FOF - Direct Plan Cumulative Option
143904,ICICI Prudential BHARAT 22 FOF - Cumulative Option
144171,BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN GROWTH
144172,BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN DAILY IDCW
144173,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH
144174,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN-DAILY IDCW
144189,BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN WEEKLY IDCW
144190,BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN QUARTERLY IDCW
144191,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN- WEEKLY IDCW
144192,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN QUARTERLY IDCW
144193,BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN PERIODIC IDCW
144194,BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN MONTHLY IDCW
144195,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW
144196,BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW
144310,Union Equity Savings Fund - Regular Plan - Growth Option
144311,Union Equity Savings Fund - Regular Plan - IDCW Option
144312,Union Equity Savings Fund - Direct Plan - Growth Option
144313,Union Equity Savings Fund - Direct Plan - IDCW Option
144333,Kotak Balanced Advantage Fund -Regular Plan - Growth Option
144334,Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option
144335,Kotak Balanced Advantage Fund  - Direct Plan -Growth Option
144336,Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option
144337,UTI Corporate Bond Fund - Regular Plan - Annual IDCW
144338,UTI Corporate Bond Fund - Regular Plan - Flexi IDCW
144339,UTI Corporate Bond Fund - Direct Plan - Growth Option
144340,UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW
144341,UTI Corporate Bond Fund - Direct Plan - Flexi IDCW
144342,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW
144343,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW
144344,UTI Corporate Bond Fund - Direct Plan - Annual IDCW
144345,UTI Corporate Bond Fund - Regular Plan - Growth Option
144346,UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW
144393,Axis Aggressive Hybrid Fund - Regular Plan - Growth Option
144394,Axis Aggressive Hybrid Fund - Direct Plan - Growth Option
144395,Axis Aggressive Hybrid Fund - Direct Plan - Regular IDCW
144396,Axis Aggressive Hybrid Fund - Regular Plan - Regular IDCW
144397,Axis Aggressive Hybrid Fund - Direct Plan - Monthly IDCW
144398,Axis Aggressive Hybrid Fund - Direct Plan - Quarterly IDCW
144399,Axis Aggressive Hybrid Fund - Regular Plan - Monthly IDCW
144400,Axis Aggressive Hybrid Fund - Regular Plan - Quarterly IDCW
144401,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Growth
144402,Mahindra Manulife Dynamic Bond Fund - Regular Plan - Quarterly IDCW
144403,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth
144404,Mahindra Manulife Dynamic Bond Fund - Direct Plan - Quarterly IDCW
144405,Mahindra Manulife Dynamic Bond Fund - Regular Plan - IDCW
144406,Mahindra Manulife Dynamic Bond Fund - Direct Plan - IDCW
144461,Franklin India Equity Savings Fund- Growth
144462,Franklin India Equity Savings Fund - Direct - IDCW
144463,Franklin India Equity Savings Fund - Quarterly - IDCW
144464,Franklin India Equity Savings Fund - Monthly - IDCW
144465,Franklin India Equity Savings Fund - Direct - Monthly - IDCW
144466,Franklin India Equity Savings Fund- Growth Direct
144467,Franklin India Equity Savings Fund - Direct - Quarterly - IDCW
144468,Franklin India Equity Savings Fund - IDCW
144475,UTI Liquid Fund - Regular Plan - Half-Yearly IDCW
144484,UTI Equity Savings Fund - Regular Plan - Growth Option
144485,UTI Equity Savings Fund - Regular Plan - IDCW
144486,UTI Equity Savings Fund - Regular Plan - Monthly IDCW
144487,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW
144488,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW
144489,UTI Equity Savings Fund - Direct Plan - Monthly IDCW
144490,UTI Equity Savings Fund - Direct Plan - Growth Option
144491,UTI Equity Savings Fund - Direct Plan - IDCW
144543,TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option
144545,TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option
144546,Tata Flexi Cap Fund-Direct Plan-Growth
144548,Tata Flexi Cap Fund -Regular Plan-Growth
144587,ICICI Prudential Nifty Next 50 ETF
144644,DSP Corporate Bond Fund - Regular - Growth
144645,DSP Corporate Bond Fund - Regular - IDCW - Monthly
144646,DSP Corporate Bond Fund - Direct - Growth
144647,DSP Corporate Bond Fund - Direct - IDCW
144648,DSP Corporate Bond Fund - Direct - IDCW - Quarterly
144649,DSP Corporate Bond Fund - Regular - IDCW - Quarterly
144650,DSP Corporate Bond Fund - Regular - IDCW
144651,DSP Corporate Bond Fund - Direct - IDCW - Monthly
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW
144754,Axis Ultra Short Duration Fund - Direct Plan Growth
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW
144759,Axis Ultra Short Duration Fund - Regular Plan Growth
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW
144834,Sundaram Services Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
144835,Sundaram Services Fund Direct Plan - Growth
144836,Sundaram Services Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
144837,Sundaram Services Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
144838,Sundaram Services Fund Regular Plan - Growth
144839,Sundaram Services Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)
144902,Shriram Flexi Cap Fund - Regular Growth
144903,Shriram Flexi Cap Fund - Regular-IDCW
144905,Shriram Flexi Cap Fund - Direct Growth
144906,Shriram Flexi Cap Fund - Direct-IDCW
144916,SBI BSE Sensex Next 50 ETF
144947,ICICI Prudential BSE Liquid Rate ETF - IDCW
145034,HDFC Ultra Short Term Fund - Direct Plan-Growth Option
145035,HDFC Ultra Short Term Fund - Direct Plan-Weekly IDCW Option
145036,HDFC Ultra Short Term Fund - Direct Plan-Monthly IDCW Option
145037,HDFC Ultra Short Term Fund - Monthly IDCW Option
145038,HDFC Ultra Short Term Fund - Weekly IDCW Option
145039,HDFC Ultra Short Term Fund - Direct Plan-Daily IDCW Option
145040,HDFC Ultra Short Term Fund - Growth Option
145041,HDFC Ultra Short Term Fund - Daily IDCW Option
145042,Sundaram Money Market Fund Regular Plan - Growth
145046,Sundaram Money Market Fund Regular Plan -Income Distribution cum Capital Withdrawal (IDCW )
145049,Sundaram Money Market Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW)
145050,Sundaram Money Market Fund Direct Plan - Growth
145056,Sundaram Money Market Fund Direct Plan - Income Distribution cum Capital Withdrawal(IDCW)
145057,Sundaram Money Market Fund Direct Plan-Income Distribution cum Capital Withdrawal(IDCW)
145075,ICICI Prudential Manufacturing Fund - Direct Plan - Cumulative Option
145076,ICICI Prudential Manufacturing Fund - Direct Plan - IDCW Option
145077,ICICI Prudential Manufacturing Fund - Cumulative Option
145078,ICICI Prudential Manufacturing Fund - IDCW Option
145109,Axis Large & Mid Cap Fund - Direct Plan - IDCW
145110,Axis Large & Mid Cap Fund - Direct Plan - Growth
145111,Axis Large & Mid Cap Fund - Regular Plan - IDCW
145112,Axis Large & Mid Cap Fund - Regular Plan - Growth
145137,Invesco India Smallcap Fund - Direct Plan - Growth
145138,Invesco India Smallcap Fund - Direct Plan - IDCW (Payout / Reinvestment)
145139,Invesco India Smallcap Fund - Regular Plan - Growth
145140,Invesco India Smallcap Fund - Regular Plan - IDCW (Payout / Reinvestment)
145206,Tata Small Cap Fund-Direct Plan-Growth
145208,Tata Small Cap Fund-Regular Plan-Growth
145209,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option
145210,TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option
145287,UTI - Floater Fund - Regular Plan  - Growth Option
145288,UTI Floater Fund - Regular Plan - Half-Yearly IDCW
145289,UTI Floater Fund - Regular Plan - Annual IDCW
145290,UTI Floater Fund - Direct Plan - Quarterly IDCW
