scheme_code,scheme_name
135784,Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth
135789,TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option
135790,TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option
135791,TATA Banking & Financial Services Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option
135792,TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option
135793,Tata Banking And Financial Services Fund-Direct Plan-Growth
135794,Tata Banking And Financial Services Fund-Regular Plan-Growth
135795,TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option
135796,TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option
135797,Tata Digital India Fund-Regular Plan-Growth
135798,TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option
135799,TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option
135800,Tata Digital India Fund-Direct Plan-Growth
135801,TATA India Consumer Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option
135802,TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option
135803,TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option
135804,Tata India Consumer Fund-Regular Plan-Growth
135805,Tata India Consumer Fund-Direct Plan-Growth
135806,TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option
135807,TATA India Pharma & Health Care Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option
135808,TATA India Pharma & Healthcare Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option
135809,TATA India Pharma & Health Care Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option
135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth
135811,TATA India Pharma & Healthcare Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option
135812,Tata India Pharma & Healthcare Fund-Regular Plan-Growth
135813,Tata Resources & Energy Fund-Direct Plan-Growth
135814,TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option
135815,Tata Resources & Energy Fund-Regular Plan-Growth
135816,TATA Resources & Energy Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option
135817,TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option
135818,TATA Resources & Energy Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option
135853,HDFC NIFTY 50 ETF - Growth Plan
135854,HDFC BSE Sensex ETF - Growth Plan
135859,Edelweiss ETF - Nifty Bank
135914,BANDHAN Corporate Bond Fund - Regular Growth
135915,BANDHAN Corporate Bond Fund - Regular Periodic IDCW
135916,BANDHAN Corporate Bond Fund - Direct Growth
135917,BANDHAN Corporate Bond Fund - Direct Periodic IDCW
135976,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment
135977,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment
135978,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment
135979,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment
135980,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment
135981,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment
135982,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment
135983,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment
136090,HDFC Retirement Savings Fund - Equity Plan - Growth Option
136094,HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan
136110,UTI Banking & PSU Fund - Regular Plan - Monthly IDCW
136111,Invesco India Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment)
136112,Invesco India Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment)
136113,ICICI Prudential Equity & Debt Fund - Annual IDCW
136114,ICICI Prudential Equity & Debt Fund - Direct Plan - Annual IDCW
136302,UTI Credit Risk Fund - Direct Plan - Flexi IDCW
136345,UTI Low Duration Fund - Regular Plan - Half-Yearly IDCW
136463,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option
136464,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan
136465,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan
136466,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option
136473,LIC MF Nifty 100 ETF
136563,DSP Equity Savings Fund - Regular Plan - Growth
136564,DSP Equity Savings Fund - Regular Plan - IDCW
136565,DSP Equity Savings Fund - Regular Plan - IDCW - Monthly
136566,DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly
136567,DSP Equity Savings Fund - Direct Plan - Growth
136568,DSP Equity Savings Fund - Direct Plan - IDCW
136569,DSP Equity Savings Fund - Direct Plan - IDCW - Monthly
136570,DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly
138254,PGIM India Short Duration Fund - Monthly Dividend
138256,PGIM India Short Duration Fund - Growth
138265,PGIM India Short Duration Fund - Quarterly Dividend
138268,PGIM India Short Duration Fund - Direct Plan - Monthly Dividend
138270,PGIM India Short Duration Fund - Direct Plan - Growth
138271,PGIM India Short Duration Fund - Direct Plan - Quarterly Dividend
138285,PGIM India Liquid Fund - Daily Dividend
138287,PGIM India Liquid Fund - Monthly Dividend
138288,PGIM India Liquid Fund - Growth
138289,PGIM India Liquid Fund - Weekly Dividend
138297,PGIM India Liquid Fund - Direct Plan - Daily Dividend
138298,PGIM India Liquid Fund - Direct Plan - Monthly Dividend
138299,PGIM India Liquid Fund - Direct Plan - Growth
138301,PGIM India Liquid Fund - Direct Plan - Weekly Dividend
138307,PGIM India Large Cap Fund - Dividend
138308,PGIM India Large Cap Fund - Growth
138312,PGIM India Large Cap Fund - Direct Plan - Growth
138313,PGIM India Large Cap Fund - Direct Plan - Dividend
138315,PGIM India Corporate Bond Fund - Quarterly Dividend
138316,PGIM India Corporate Bond Fund - Monthly Dividend
138317,PGIM India Corporate Bond Fund - Annual Dividend
138318,PGIM India Corporate Bond Fund - Growth
138329,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend
138330,PGIM India Corporate Bond Fund - Direct Plan - Growth
138331,PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend
138332,PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend
138341,PGIM India Ultra Short Duration Fund - Weekly Dividend
138342,PGIM India Ultra Short Duration Fund - Daily Dividend
138343,PGIM India Ultra Short Duration Fund - Growth
138344,PGIM India Ultra Short Duration Fund - Monthly Dividend
138358,PGIM India Ultra Short Duration Fund - Direct Plan - Growth
138359,PGIM India Ultra Short Duration Fund - Direct Plan - Monthly Dividend
138361,PGIM India Ultra Short Duration Fund - Direct Plan - Daily Dividend
138362,PGIM India Ultra Short Duration Fund - Direct Plan - Weekly Dividend
138369,PGIM India Equity Savings Fund - Monthly Dividend option
138371,PGIM India Equity Savings Fund - Annual Dividend option
138372,PGIM India Equity Savings Fund - Growth Option
138375,PGIM India Equity Savings Fund - Direct Plan - Annual Dividend
138376,PGIM India Equity Savings Fund - Direct Plan - Growth
138377,PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend
138381,PGIM India Aggressive Hybrid Equity Fund - Dividend Option
138382,PGIM India Aggressive Hybrid Equity Fund - Growth Option
138386,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Growth
138387,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Dividend
138423,PGIM India Low Duration Fund - GR
138424,PGIM India Low Duration Fund- MONTHLY DIV
138425,PGIM India Low Duration Fund- WEEKLY DIV
138430,PGIM India Low Duration Fund - DAILY DIV
138439,PGIM India Low Duration Fund - Direct Plan - Monthly Dividend
138441,PGIM India Low Duration Fund - Direct Plan - Daily Dividend
138443,PGIM India Low Duration Fund - Direct Plan - Growth
138446,PGIM India Low Duration Fund - Direct Plan - Weekly Dividend
138453,PGIM India Emerging Markets Equity Fund of Fund- Growth
138454,PGIM India Emerging Markets Equity Fund of Fund- Dividend
138456,PGIM India Emerging Markets Equity Fund of Fund - Direct Plan - Growth
138457,PGIM India Emerging Markets Equity Fund of Fund- Direct Plan - Dividend
138467,PGIM India Gilt Fund - Quarterly Dividend
138470,PGIM India Gilt Fund - Growth
138472,PGIM India Gilt Fund - Direct Plan - Growth
138474,PGIM India Gilt Fund - Direct Plan - Quarterly Dividend
138523,PGIM India Global Equity Opportunities Fund of Fund- Growth
138524,PGIM India Global Equity Opportunities Fund of Fund- Dividend
138527,PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Dividend
138528,PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Growth
138564,PGIM India Banking and PSU Debt fund- Direct Plan-Growth
138566,PGIM India Banking and PSU Debt fund -Growth
138571,PGIM India Banking and PSU Debt fund - Quarterly Dividend
138875,PGIM India Arbitrage Fund - Direct Plan - Growth
138876,PGIM India Arbitrage Fund - Regular Plan - Growth
138877,PGIM India Arbitrage Fund - Direct Plan - Regular Dividend
138878,PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend
138883,PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend
138887,PGIM India Arbitrage Fund - Regular Plan - Regular Dividend
139181,UTI Dynamic Bond Fund - Regular Plan - Half-Yearly IDCW
139198,BANDHAN Corporate Bond Fund - Direct Monthly IDCW
139199,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW
139201,BANDHAN Corporate Bond Fund - Direct Annual IDCW
139202,BANDHAN Corporate Bond Fund - Regular Monthly IDCW
139203,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW
139204,BANDHAN Corporate Bond Fund - Regular Annual IDCW
139205,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW
139235,Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option
139339,UTI Medium to Long Duration Fund - Direct Plan - Annual IDCW
139386,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years
139387,Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years
139389,Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years
139407,UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW
139430,SBI Nifty 10 yr Benchmark G-Sec ETF
139455,ICICI Prudential Nifty50 Value 20 ETF
139496,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt
139519,ICICI Prudential BSE Midcap Select ETF
139520,Axis Equity Savings Fund - Direct Plan - Regular IDCW
139521,Axis Equity Savings Fund - Regular Plan - Regular IDCW
139527,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH
139528,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW
139529,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH
139530,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW
139534,Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW
139535,Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW
139536,Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW
139537,Mahindra Manulife Liquid Fund - Regular Plan - Growth
139538,Mahindra Manulife Liquid Fund - Direct Plan -Growth
139541,Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW
139568,UTI Ultra Short Duration Fund - Direct Plan - Annual IDCW
139581,Aditya Birla Sun Life BSE Sensex ETF
139582,BANDHAN LIQUID Fund - Unclaimed IDCW Less than 3 years
139583,BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years
139584,BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years
139585,BANDHAN LIQUID Fund - Unclaimed Redemption More than 3 years
139616,Taurus Unclaimed Dividend - Growth
139617,Taurus Unclaimed Redemption - Growth
139618,Taurus Investor Education Pool - Unclaimed Redemption - Growth
139619,Taurus Investor Education Pool - Unclaimed Dividend - Growth
139679,NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option
139680,NIPPON INDIA AGGRESSIVE HYBRID FUND - MONTHLY IDCW Option
139780,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW
139781,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth
139782,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW
139783,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth
139820,PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Monthly Dividend Option
139821,PGIM India Aggressive Hybrid Equity Fund-Monthly Dividend Option
139838,UTI Liquid Fund - Regular Plan - Fortnightly IDCW
139839,BANDHAN Nifty 50 ETF
139840,BANDHAN BSE Sensex ETF
139863,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option
139865,Motilal Oswal Balanced Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment
139866,Motilal Oswal Balanced Advantage Fund Direct - Annual IDCW Payout/Reinvestment
139870,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option
139871,Motilal Oswal Balanced Advantage Fund Regular - Quarterly IDCW Payout/Reinvestment
139872,Motilal Oswal Balanced Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option
139889,Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth
139890,Franklin India Liquid Fund - Unclaimed IDCW Plan - Growth
139969,IDBI Hybrid Equity Fund Growth Regular
139970,IDBI Hybrid Equity Fund IDCW Regular
139971,IDBI Hybrid Equity Fund Growth Direct
139972,IDBI Hybrid Equity Fund IDCW Direct
140023,UTI Money Market Fund - Direct Plan - Half-Yearly IDCW
140024,UTI Liquid Fund - Direct Plan - Quarterly IDCW
140084,Nippon India ETF Nifty 50 BeES
140085,Nippon India ETF Nifty Next 50 Junior BeES
140086,Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option
140087,Nippon India ETF Nifty Bank BeES
140088,Nippon India ETF Gold BeES
140089,Nippon India ETF Nifty PSU Bank BeES
140094,Nippon India ETF Nifty 50 Shariah BeES
140095,Nippon India ETF Hang Seng BeES
140102,Nippon India ETF Nifty Infrastructure BeES
140107,CPSE ETF
140116,UTI Banking & PSU Fund - Regular Plan - Annual IDCW
140135,UTI Banking & PSU Fund - Direct Plan - Annual IDCW
140172,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option
140173,Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option
140174,Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option
140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option
140176,Edelweiss Liquid Fund - Retail Plan - Growth Option
140177,Edelweiss Liquid Fund - Retail Plan Daily - IDCW Option
140178,Edelweiss Liquid Fund - Retail Plan - Weekly Dividend Option
140180,Edelweiss Liquid Fund - Retail Plan Monthly - IDCW Option
140181,Edelweiss Liquid Fund - Regular Plan Daily - IDCW Option
140182,Edelweiss Liquid Fund - Regular Plan - Growth Option
140183,Edelweiss Liquid Fund - Regular Plan Monthly - IDCW Option
140184,Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option
140185,Edelweiss Liquid Fund - Regular Plan Weekly - IDCW Option
140188,Edelweiss Liquid Fund - Regular Plan Annual - IDCW Option
140189,Edelweiss Liquid Fund - Regular Plan - Bonus Option
140190,Edelweiss Liquid Fund - Regular Plan - IDCW Option
140192,Edelweiss Liquid Fund - Direct Plan Annual - IDCW Option
140193,Edelweiss Liquid Fund - Direct Plan daily - IDCW Option
140194,Edelweiss Liquid Fund - Direct Plan - Bonus Option
140195,Edelweiss Liquid Fund - Direct Plan weekly - IDCW Option
140196,Edelweiss Liquid Fund - Direct Plan - Growth Option
140197,Edelweiss Liquid Fund - Direct Plan Monthly - IDCW Option
140199,Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option
140225,Edelweiss Mid Cap Fund - Regular Plan - Growth Option
140226,Edelweiss Mid Cap Fund - Regular Plan - IDCW Option
140227,Edelweiss Mid Cap Fund - Direct Plan - IDCW Option
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option
140229,Edelweiss Money Market Fund - Regular Plan - Growth Option
140230,Edelweiss Money Market Fund - Institutional Plan - Growth Option
140232,Edelweiss Money Market Fund - Regular Plan - IDCW Option
140235,Edelweiss Money Market Fund - Direct Plan - IDCW Option
140236,Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option
140237,Edelweiss Money Market Fund - Direct Plan - Growth Option
140242,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option
140243,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option
140255,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option
140273,Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option
140274,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option
140283,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option
140284,Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option
140288,Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option
140289,Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option
140290,Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option
140292,Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option
140293,Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option
140295,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan
140296,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan
140297,Edelweiss Government Securities Fund - Regular Plan - Growth Option
140298,Edelweiss Government Securities Fund - Direct Plan - Growth Option
140301,Edelweiss Government Securities Fund - Regular Plan - IDCW Option
140303,Edelweiss Government Securities Fund - Regular Plan Weekly - IDCW Option
140307,Edelweiss Government Securities Fund - Regular Plan Monthly - IDCW Option
140310,Edelweiss Government Securities Fund - Regular Plan - Annual - IDCW Option
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option
140328,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option
140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option
140348,Edelweiss Equity Savings Fund - Direct Plan - IDCW Option
140349,Edelweiss Equity Savings Fund - Regular Plan - IDCW Option
140350,Edelweiss Equity Savings Fund - Direct Plan - Bonus Option
140351,Edelweiss Equity Savings Fund - Regular Plan - Growth Option
140352,Edelweiss Equity Savings Fund - Regular Plan - Bonus Option
140353,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option
140354,Edelweiss Flexi Cap Fund - Direct Plan - IDCW Option
140355,Edelweiss Flexi Cap Fund - Regular Plan - Growth Option
140356,Edelweiss Flexi Cap Fund - Regular - IDCW Option
140381,Bandhan Aggressive Hybrid Fund-Regular Plan Growth
140382,Bandhan Aggressive Hybrid Fund-Direct Plan Growth
140383,Bandhan Aggressive Hybrid Fund-Direct Plan IDCW
140384,Bandhan Aggressive Hybrid Fund-Regular Plan IDCW
140437,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years
140442,Mahindra Manulife Equity Savings Fund -Direct Plan -Quarterly IDCW
140444,Mahindra Manulife Equity Savings Fund - Direct Plan -Growth
140446,Mahindra Manulife Equity Savings Fund -Regular Plan -Quarterly IDCW
140447,Mahindra Manulife Equity Savings Fund - Regular Plan - Growth
140463,Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW
140465,Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW
140504,UTI Liquid Fund - Direct Plan - Half-Yearly IDCW
140517,UTI Liquid Fund - Regular Plan - Flexi IDCW
140530,CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout)
140603,BANDHAN Credit Risk Fund-Direct Plan-Growth
140604,BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW
140606,BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW
140607,BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW
140608,BANDHAN Credit Risk Fund - Regular Plan Annual IDCW
140609,BANDHAN Credit Risk Fund - Regular Plan Growth
140610,BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW
140611,BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW
140612,BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW
140613,Mahindra Manulife Low Duration Fund - Direct Plan -Growth
140614,Mahindra Manulife Low Duration Fund - Regular Plan - Daily IDCW
140615,Mahindra Manulife Low Duration Fund - Regular Plan - Weekly IDCW
140616,Mahindra Manulife Low Duration Fund - Regular Plan - Monthly IDCW
140617,Mahindra Manulife Low Duration Fund - Direct Plan - Daily IDCW
140618,Mahindra Manulife Low Duration Fund - Direct Plan - Weekly IDCW
140619,Mahindra Manulife Low Duration Fund - Direct Plan - Monthly IDCW
140620,Mahindra Manulife Low Duration Fund - Regular Plan - Growth
140769,Mirae Asset Dynamic Bond Fund -Direct Plan -Growth
140770,Mirae Asset Dynamic Bond Fund Direct IDCW
140771,Mirae Asset Dynamic Bond Fund-Regular Plan Growth
140772,Mirae Asset Dynamic Bond Fund Regular IDCW
140809,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140810,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140811,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140812,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140813,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140814,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140815,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140816,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.
140817,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140818,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140819,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140820,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
140913,UTI Liquid Fund - Direct Plan - Fortnightly IDCW
141060,Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW
141061,Quantum Dynamic Bond Fund - Regular Plan Growth Option
141062,Quantum Diversified Equity All Cap Active FOF - Regular Plan IDCW
141063,Quantum Diversified Equity All Cap Active FOF - Regular Plan Growth Option
141064,Quantum Gold Savings Fund - Regular Plan Growth Option
141065,Quantum Liquid Fund - Regular Plan Daily IDCW
141066,Quantum Liquid Fund - Regular Plan Growth Option
141067,Quantum Liquid Fund - Regular Plan Monthly IDCW
141068,Quantum Value Fund - Regular Plan Growth Option
141069,Quantum Value Fund - Regular Plan IDCW
141070,Quantum ELSS Tax Saver Fund - Regular Plan Growth Option
141071,Quantum ELSS Tax Saver Fund - Regular Plan IDCW
141072,Quantum Multi Asset Active FOF - Regular Plan Growth Option
141223,Mahindra Manulife Multi Cap Fund - Direct Plan - IDCW
141224,Mahindra Manulife Multi Cap Fund - Regular Plan - Growth
141225,Mahindra Manulife Multi Cap Fund - Regular Plan - IDCW
141226,Mahindra Manulife Multi Cap Fund - Direct Plan -Growth
141247,Union Largecap Fund - Regular Plan - Growth Option
141248,Union Largecap Fund - Direct Plan - Growth Option
141249,Union Largecap Fund - Direct Plan - IDCW Option
141250,Union Largecap Fund - Regular Plan - IDCW Option
141375,UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW
141411,Navi Large & Midcap Fund - Regular Annual IDCW payout
141414,Navi Large & Midcap Fund - Direct Annual IDCW Payout
141415,Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout
141545,Axis Nifty 50 ETF
141586,Axis Corporate Bond Fund - Direct Plan - Daily IDCW
141587,Axis Corporate Bond Fund - Direct Plan - Weekly IDCW
141588,Axis Corporate Bond Fund - Direct Plan Growth
141589,Axis Corporate Bond Fund - Regular Plan - Daily IDCW
141590,Axis Corporate Bond Fund - Direct Plan - Monthly IDCW
141591,Axis Corporate Bond Fund - Direct Plan - Regular IDCW
141592,Axis Corporate Bond Fund - Regular Plan - Weekly IDCW
141593,Axis Corporate Bond Fund - Regular Plan Growth
141594,Axis Corporate Bond Fund - Regular Plan - Monthly IDCW
141595,Axis Corporate Bond Fund - Regular Plan - Regular IDCW
141596,ICICI Prudential Nifty 100 Low Volatility 30 ETF
141605,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option
141606,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option
141642,Axis Balanced Advantage Fund - Direct Plan - Growth
141643,Axis Balanced Advantage Fund - Direct Plan - IDCW
141644,Axis Balanced Advantage Fund - Regular Plan - Growth
141645,Axis Balanced Advantage Fund - Regular Plan - IDCW
141665,UTI Nifty Next 50 Exchange Traded Fund
141766,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option
141767,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option
141768,UTI Liquid Fund - Direct Plan - Flexi IDCW
141807,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option
141808,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option
141810,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout)
141839,ICICI Prudential BSE Sensex Index Fund - Cumulative Option
141840,ICICI Prudential BSE Sensex Index Fund - IDCW Option
141841,ICICI Prudential BSE Sensex Index Fund - Direct Plan - Cumulative Option
141842,ICICI Prudential BSE Sensex Index Fund - Direct Plan - IDCW Option
141862,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option
141875,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth
141876,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW
141877,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth
141878,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW
141921,HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan
141922,HDFC Housing Opportunities Fund  - IDCW Option
141923,HDFC Housing Opportunities Fund  - Growth Option
